treatment,game,round,time,id,side,valuation,bid,price,match_id,match_time,type,status
FullExtNeg,3,8,115,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,8,120,27,Seller,63,100,,,,Manual,Replaced
FullExtNeg,3,8,121,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,8,121,33,Buyer,123,90,90.0,27.0,123.0,Manual,Accepted
FullExtNeg,3,8,123,27,Seller,63,90,90.0,33.0,123.0,Auto,Accepted
FullExtNeg,3,8,129,39,Seller,98,105,,,,Manual,Expired
FullExtNeg,3,8,129,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,4,40,Buyer,103,85,,,,Manual,Expired
FullExtNeg,3,9,4,39,Seller,98,110,,,,Manual,Expired
FullExtNeg,3,9,4,34,Seller,83,105,,,,Manual,Replaced
FullExtNeg,3,9,4,28,Buyer,138,95,95.0,32.0,11.0,Manual,Accepted
FullExtNeg,3,9,5,27,Seller,63,140,,,,Manual,Expired
FullExtNeg,3,9,5,33,Buyer,123,25,,,,Manual,Expired
FullExtNeg,3,9,6,31,Buyer,128,94,,,,Manual,Expired
FullExtNeg,3,9,9,29,Seller,68,110,,,,Manual,Expired
FullExtNeg,3,9,10,36,Seller,88,100,,,,Manual,Expired
FullExtNeg,3,9,11,32,Seller,78,95,95.0,28.0,11.0,Auto,Accepted
FullExtNeg,3,9,11,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,9,15,41,Seller,103,105,,,,Manual,Expired
FullExtNeg,3,9,15,40,Buyer,103,87,,,,Manual,Expired
FullExtNeg,3,9,16,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,18,35,Buyer,118,93,,,,Manual,Expired
FullExtNeg,3,9,18,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,9,19,37,Seller,93,98,,,,Manual,Expired
FullExtNeg,3,9,19,27,Seller,63,125,,,,Manual,Expired
FullExtNeg,3,9,22,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,24,31,Buyer,128,94,,,,Manual,Expired
FullExtNeg,3,9,24,30,Buyer,133,94,,,,Manual,Expired
FullExtNeg,3,9,24,33,Buyer,123,68,,,,Manual,Expired
FullExtNeg,3,9,25,41,Seller,103,103,,,,Manual,Expired
FullExtNeg,3,9,25,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,9,26,29,Seller,68,99,,,,Manual,Replaced
FullExtNeg,3,9,29,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,29,27,Seller,63,100,,,,Manual,Expired
FullExtNeg,3,9,30,36,Seller,88,99,,,,Manual,Expired
FullExtNeg,3,9,33,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,34,30,Buyer,133,95,95.0,37.0,38.0,Manual,Accepted
FullExtNeg,3,9,34,34,Seller,83,98,,,,Manual,Expired
FullExtNeg,3,9,35,29,Seller,68,99,,,,Manual,Replaced
FullExtNeg,3,9,35,37,Seller,93,98,,,,Manual,Replaced
FullExtNeg,3,9,36,35,Buyer,118,94,,,,Manual,Expired
FullExtNeg,3,9,37,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,37,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,37,33,Buyer,123,70,,,,Manual,Expired
FullExtNeg,3,9,38,37,Seller,93,95,95.0,30.0,38.0,Auto,Accepted
FullExtNeg,3,9,43,31,Buyer,128,94,,,,Manual,Expired
FullExtNeg,3,9,43,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,44,40,Buyer,103,95,95.0,34.0,48.0,Manual,Accepted
FullExtNeg,3,9,44,29,Seller,68,99,,,,Manual,Expired
FullExtNeg,3,9,45,27,Seller,63,123,,,,Manual,Expired
FullExtNeg,3,9,45,36,Seller,88,99,99.0,38.0,55.0,Manual,Accepted
FullExtNeg,3,9,48,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,48,34,Seller,83,95,95.0,40.0,48.0,Auto,Accepted
FullExtNeg,3,9,52,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,9,53,35,Buyer,118,94,,,,Manual,Expired
FullExtNeg,3,9,54,31,Buyer,128,96,,,,Manual,Expired
FullExtNeg,3,9,55,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,9,55,38,Buyer,108,99,99.0,36.0,55.0,Auto,Accepted
FullExtNeg,3,9,61,33,Buyer,123,42,,,,Manual,Expired
FullExtNeg,3,9,61,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,63,29,Seller,68,99,,,,Manual,Replaced
FullExtNeg,3,9,64,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,66,27,Seller,63,121,,,,Manual,Expired
FullExtNeg,3,9,67,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,69,35,Buyer,118,95,95.0,29.0,72.0,Manual,Accepted
FullExtNeg,3,9,72,29,Seller,68,95,95.0,35.0,72.0,Auto,Accepted
FullExtNeg,3,9,72,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,75,31,Buyer,128,96,,,,Manual,Expired
FullExtNeg,3,9,76,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,77,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,78,41,Seller,103,103,103.0,31.0,87.0,Manual,Accepted
FullExtNeg,3,9,80,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,83,33,Buyer,123,75,,,,Manual,Expired
FullExtNeg,3,9,83,27,Seller,63,142,,,,Manual,Expired
FullExtNeg,3,9,84,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,86,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,87,31,Buyer,128,103,103.0,41.0,87.0,Auto,Accepted
FullExtNeg,3,9,91,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,92,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,97,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,99,33,Buyer,123,75,,,,Manual,Replaced
FullExtNeg,3,9,101,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,102,27,Seller,63,110,,,,Manual,Expired
FullExtNeg,3,9,104,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,9,104,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,106,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,108,33,Buyer,123,80,,,,Manual,Replaced
FullExtNeg,3,9,109,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,111,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,112,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,115,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,115,33,Buyer,123,83,,,,Manual,Replaced
FullExtNeg,3,9,118,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,119,27,Seller,63,112,,,,Manual,Expired
FullExtNeg,3,9,120,33,Buyer,123,85,,,,Manual,Replaced
FullExtNeg,3,9,121,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,123,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,124,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,9,125,33,Buyer,123,40,,,,Manual,Replaced
FullExtNeg,3,9,126,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,128,33,Buyer,123,90,90.0,27.0,130.0,Manual,Accepted
FullExtNeg,3,9,129,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,9,129,27,Seller,63,90,90.0,33.0,130.0,Auto,Accepted
FullExtNeg,3,9,134,39,Seller,98,105,,,,Manual,Expired
FullExtNeg,3,10,2,40,Buyer,103,88,,,,Manual,Expired
FullExtNeg,3,10,3,28,Buyer,138,95,,,,Manual,Expired
FullExtNeg,3,10,3,34,Seller,83,105,,,,Manual,Replaced
FullExtNeg,3,10,4,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,10,4,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,4,33,Buyer,123,69,,,,Manual,Expired
FullExtNeg,3,10,5,32,Seller,78,100,100.0,38.0,6.0,Manual,Accepted
FullExtNeg,3,10,5,31,Buyer,128,95,,,,Manual,Expired
FullExtNeg,3,10,5,27,Seller,63,134,,,,Manual,Replaced
FullExtNeg,3,10,6,29,Seller,68,120,,,,Manual,Replaced
FullExtNeg,3,10,6,38,Buyer,108,100,100.0,32.0,6.0,Auto,Accepted
FullExtNeg,3,10,10,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,10,10,37,Seller,93,103,,,,Manual,Expired
FullExtNeg,3,10,10,36,Seller,88,100,,,,Manual,Expired
FullExtNeg,3,10,11,39,Seller,98,110,,,,Manual,Replaced
FullExtNeg,3,10,11,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,12,29,Seller,68,99,,,,Manual,Expired
FullExtNeg,3,10,12,35,Buyer,118,90,,,,Manual,Expired
FullExtNeg,3,10,12,41,Seller,103,120,,,,Manual,Expired
FullExtNeg,3,10,13,27,Seller,63,119,,,,Manual,Replaced
FullExtNeg,3,10,16,34,Seller,83,98,,,,Manual,Expired
FullExtNeg,3,10,18,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,19,39,Seller,98,110,,,,Manual,Expired
FullExtNeg,3,10,19,33,Buyer,123,70,,,,Manual,Expired
FullExtNeg,3,10,21,28,Buyer,138,95,95.0,27.0,22.0,Manual,Accepted
FullExtNeg,3,10,22,31,Buyer,128,95,95.0,37.0,26.0,Manual,Accepted
FullExtNeg,3,10,22,27,Seller,63,95,95.0,28.0,22.0,Auto,Accepted
FullExtNeg,3,10,26,37,Seller,93,95,95.0,31.0,26.0,Auto,Accepted
FullExtNeg,3,10,27,35,Buyer,118,90,,,,Manual,Expired
FullExtNeg,3,10,30,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,10,30,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,30,29,Seller,68,99,,,,Manual,Expired
FullExtNeg,3,10,32,30,Buyer,133,91,,,,Manual,Expired
FullExtNeg,3,10,32,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,32,36,Seller,88,100,,,,Manual,Expired
FullExtNeg,3,10,32,34,Seller,83,98,,,,Manual,Expired
FullExtNeg,3,10,36,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,37,35,Buyer,118,90,,,,Manual,Expired
FullExtNeg,3,10,37,33,Buyer,123,57,,,,Manual,Expired
FullExtNeg,3,10,40,29,Seller,68,99,,,,Manual,Expired
FullExtNeg,3,10,41,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,43,34,Seller,83,98,,,,Manual,Expired
FullExtNeg,3,10,47,36,Seller,88,100,,,,Manual,Expired
FullExtNeg,3,10,47,30,Buyer,133,91,,,,Manual,Expired
FullExtNeg,3,10,48,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,51,29,Seller,68,97,,,,Manual,Expired
FullExtNeg,3,10,53,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,53,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,55,34,Seller,83,96,,,,Manual,Expired
FullExtNeg,3,10,57,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,58,35,Buyer,118,90,,,,Manual,Expired
FullExtNeg,3,10,59,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,59,33,Buyer,123,71,,,,Manual,Expired
FullExtNeg,3,10,62,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,62,30,Buyer,133,92,,,,Manual,Expired
FullExtNeg,3,10,64,36,Seller,88,100,,,,Manual,Expired
FullExtNeg,3,10,64,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,65,41,Seller,103,103,,,,Manual,Expired
FullExtNeg,3,10,67,34,Seller,83,100,,,,Manual,Replaced
FullExtNeg,3,10,67,29,Seller,68,98,,,,Manual,Expired
FullExtNeg,3,10,69,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,72,34,Seller,83,97,97.0,40.0,75.0,Manual,Accepted
FullExtNeg,3,10,72,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,73,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,74,35,Buyer,118,90,,,,Manual,Expired
FullExtNeg,3,10,75,40,Buyer,103,97,97.0,34.0,75.0,Auto,Accepted
FullExtNeg,3,10,78,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,80,36,Seller,88,98,,,,Manual,Expired
FullExtNeg,3,10,81,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,81,29,Seller,68,98,,,,Manual,Replaced
FullExtNeg,3,10,82,30,Buyer,133,91,,,,Manual,Expired
FullExtNeg,3,10,82,33,Buyer,123,89,,,,Manual,Expired
FullExtNeg,3,10,84,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,89,35,Buyer,118,93,93.0,29.0,90.0,Manual,Accepted
FullExtNeg,3,10,89,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,90,29,Seller,68,93,93.0,35.0,90.0,Auto,Accepted
FullExtNeg,3,10,94,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,95,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,96,36,Seller,88,95,95.0,30.0,102.0,Manual,Accepted
FullExtNeg,3,10,97,30,Buyer,133,92,,,,Manual,Replaced
FullExtNeg,3,10,98,33,Buyer,123,89,,,,Manual,Expired
FullExtNeg,3,10,99,42,Seller,108,120,,,,Manual,Replaced
FullExtNeg,3,10,100,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,102,30,Buyer,133,95,95.0,36.0,102.0,Auto,Accepted
FullExtNeg,3,10,106,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,107,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,111,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,111,41,Seller,103,103,,,,Manual,Expired
FullExtNeg,3,10,112,33,Buyer,123,75,,,,Manual,Replaced
FullExtNeg,3,10,114,39,Seller,98,105,,,,Manual,Replaced
FullExtNeg,3,10,117,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,117,39,Seller,98,100,,,,Manual,Expired
FullExtNeg,3,10,117,33,Buyer,123,70,,,,Manual,Replaced
FullExtNeg,3,10,122,33,Buyer,123,80,,,,Manual,Replaced
FullExtNeg,3,10,125,33,Buyer,123,85,,,,Manual,Replaced
FullExtNeg,3,10,127,42,Seller,108,120,,,,Manual,Expired
FullExtNeg,3,10,128,33,Buyer,123,90,,,,Manual,Expired
FullExtNeg,3,10,129,39,Seller,98,100,,,,Manual,Expired
FullExtNeg,4,1,4,57,Buyer,98,2,,,,Manual,Expired
FullExtNeg,4,1,5,50,Buyer,118,10,,,,Manual,Expired
FullExtNeg,4,1,5,48,Buyer,123,111,111.0,52.0,6.0,Manual,Accepted
FullExtNeg,4,1,6,52,Seller,93,94,111.0,48.0,6.0,Manual,Replaced
FullExtNeg,4,1,7,58,Seller,108,200,,,,Manual,Replaced
FullExtNeg,4,1,11,59,Buyer,93,15,,,,Manual,Expired
FullExtNeg,4,1,12,47,Seller,78,100,,,,Manual,Expired
FullExtNeg,4,1,13,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,13,53,Buyer,108,25,,,,Manual,Replaced
FullExtNeg,4,1,14,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,1,15,49,Seller,83,130,,,,Manual,Expired
FullExtNeg,4,1,16,45,Buyer,133,25,,,,Manual,Expired
FullExtNeg,4,1,17,54,Seller,98,102,,,,Manual,Expired
FullExtNeg,4,1,21,50,Buyer,118,90,90.0,47.0,25.0,Manual,Accepted
FullExtNeg,4,1,21,53,Buyer,108,35,,,,Manual,Expired
FullExtNeg,4,1,22,43,Seller,63,100,,,,Manual,Expired
FullExtNeg,4,1,23,59,Buyer,93,30,,,,Manual,Replaced
FullExtNeg,4,1,25,47,Seller,78,90,90.0,50.0,25.0,Auto,Accepted
FullExtNeg,4,1,31,49,Seller,83,90,90.0,44.0,37.0,Manual,Accepted
FullExtNeg,4,1,32,54,Seller,98,100,,,,Manual,Expired
FullExtNeg,4,1,32,59,Buyer,93,50,,,,Manual,Expired
FullExtNeg,4,1,32,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,33,56,Seller,103,200,,,,Manual,Expired
FullExtNeg,4,1,33,58,Seller,108,120,,,,Manual,Expired
FullExtNeg,4,1,34,45,Buyer,133,25,,,,Manual,Expired
FullExtNeg,4,1,34,53,Buyer,108,40,,,,Manual,Expired
FullExtNeg,4,1,36,46,Seller,73,90,,,,Manual,Expired
FullExtNeg,4,1,37,44,Buyer,138,110,90.0,49.0,37.0,Manual,Replaced
FullExtNeg,4,1,42,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,1,45,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,45,59,Buyer,93,50,,,,Manual,Expired
FullExtNeg,4,1,46,43,Seller,63,85,,,,Manual,Expired
FullExtNeg,4,1,47,53,Buyer,108,20,,,,Manual,Expired
FullExtNeg,4,1,50,46,Seller,73,85,,,,Manual,Replaced
FullExtNeg,4,1,50,54,Seller,98,100,,,,Manual,Expired
FullExtNeg,4,1,52,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,1,54,58,Seller,108,112,,,,Manual,Expired
FullExtNeg,4,1,56,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,57,53,Buyer,108,50,,,,Manual,Expired
FullExtNeg,4,1,58,46,Seller,73,80,,,,Manual,Replaced
FullExtNeg,4,1,58,59,Buyer,93,55,,,,Manual,Expired
FullExtNeg,4,1,61,43,Seller,63,112,,,,Manual,Expired
FullExtNeg,4,1,62,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,1,66,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,1,66,58,Seller,108,114,,,,Manual,Replaced
FullExtNeg,4,1,66,46,Seller,73,78,78.0,59.0,69.0,Manual,Accepted
FullExtNeg,4,1,68,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,69,59,Buyer,93,78,78.0,46.0,69.0,Auto,Accepted
FullExtNeg,4,1,73,53,Buyer,108,52,,,,Manual,Expired
FullExtNeg,4,1,75,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,1,76,58,Seller,108,118,,,,Manual,Expired
FullExtNeg,4,1,76,54,Seller,98,99,,,,Manual,Expired
FullExtNeg,4,1,80,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,1,81,56,Seller,103,150,,,,Manual,Replaced
FullExtNeg,4,1,86,53,Buyer,108,50,,,,Manual,Expired
FullExtNeg,4,1,86,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,90,54,Seller,98,99,,,,Manual,Expired
FullExtNeg,4,1,90,56,Seller,103,150,,,,Manual,Expired
FullExtNeg,4,1,91,57,Buyer,98,30,,,,Manual,Replaced
FullExtNeg,4,1,91,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,1,91,58,Seller,108,109,,,,Manual,Expired
FullExtNeg,4,1,94,43,Seller,63,88,88.0,57.0,96.0,Manual,Accepted
FullExtNeg,4,1,96,57,Buyer,98,88,88.0,43.0,96.0,Auto,Accepted
FullExtNeg,4,1,96,53,Buyer,108,10,,,,Manual,Replaced
FullExtNeg,4,1,101,51,Seller,88,95,,,,Manual,Expired
FullExtNeg,4,1,102,55,Buyer,103,2,,,,Manual,Expired
FullExtNeg,4,1,103,56,Seller,103,200,,,,Manual,Replaced
FullExtNeg,4,1,105,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,1,105,53,Buyer,108,45,,,,Manual,Expired
FullExtNeg,4,1,109,54,Seller,98,99,,,,Manual,Expired
FullExtNeg,4,1,109,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,1,111,56,Seller,103,200,,,,Manual,Replaced
FullExtNeg,4,1,112,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,1,114,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,1,115,51,Seller,88,95,95.0,53.0,122.0,Manual,Accepted
FullExtNeg,4,1,118,56,Seller,103,300,,,,Manual,Expired
FullExtNeg,4,1,119,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,1,122,53,Buyer,108,95,95.0,51.0,122.0,Auto,Accepted
FullExtNeg,4,1,122,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,1,127,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,1,131,56,Seller,103,200,,,,Manual,Expired
FullExtNeg,4,1,132,55,Buyer,103,1,,,,Manual,Expired
FullExtNeg,4,1,133,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,2,7,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,2,8,43,Seller,63,95,95.0,44.0,13.0,Manual,Accepted
FullExtNeg,4,2,8,54,Seller,98,99,,,,Manual,Expired
FullExtNeg,4,2,8,58,Seller,108,120,,,,Manual,Expired
FullExtNeg,4,2,10,48,Buyer,123,88,88.0,46.0,16.0,Manual,Accepted
FullExtNeg,4,2,13,52,Seller,93,115,,,,Manual,Expired
FullExtNeg,4,2,13,53,Buyer,108,50,,,,Manual,Replaced
FullExtNeg,4,2,13,44,Buyer,138,121,95.0,43.0,13.0,Manual,Replaced
FullExtNeg,4,2,16,46,Seller,73,88,88.0,48.0,16.0,Auto,Accepted
FullExtNeg,4,2,20,55,Buyer,103,10,,,,Manual,Expired
FullExtNeg,4,2,22,56,Seller,103,200,,,,Manual,Expired
FullExtNeg,4,2,22,54,Seller,98,100,100.0,53.0,23.0,Manual,Accepted
FullExtNeg,4,2,23,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,2,23,53,Buyer,108,100,100.0,54.0,23.0,Auto,Accepted
FullExtNeg,4,2,27,59,Buyer,93,15,,,,Manual,Replaced
FullExtNeg,4,2,27,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,2,30,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,2,31,51,Seller,88,102,,,,Manual,Expired
FullExtNeg,4,2,31,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,2,34,58,Seller,108,115,,,,Manual,Replaced
FullExtNeg,4,2,36,56,Seller,103,200,,,,Manual,Replaced
FullExtNeg,4,2,36,59,Buyer,93,55,,,,Manual,Expired
FullExtNeg,4,2,37,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,2,38,52,Seller,93,115,,,,Manual,Expired
FullExtNeg,4,2,40,45,Buyer,133,50,,,,Manual,Expired
FullExtNeg,4,2,42,55,Buyer,103,1,,,,Manual,Replaced
FullExtNeg,4,2,42,58,Seller,108,114,,,,Manual,Expired
FullExtNeg,4,2,43,49,Seller,83,100,100.0,55.0,45.0,Manual,Accepted
FullExtNeg,4,2,44,56,Seller,103,120,,,,Manual,Replaced
FullExtNeg,4,2,45,55,Buyer,103,100,100.0,49.0,45.0,Auto,Accepted
FullExtNeg,4,2,51,51,Seller,88,102,,,,Manual,Expired
FullExtNeg,4,2,52,56,Seller,103,145,,,,Manual,Replaced
FullExtNeg,4,2,53,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,2,54,52,Seller,93,110,,,,Manual,Expired
FullExtNeg,4,2,54,58,Seller,108,112,,,,Manual,Expired
FullExtNeg,4,2,56,45,Buyer,133,70,,,,Manual,Expired
FullExtNeg,4,2,56,59,Buyer,93,55,,,,Manual,Expired
FullExtNeg,4,2,57,50,Buyer,118,50,,,,Manual,Expired
FullExtNeg,4,2,59,56,Seller,103,300,,,,Manual,Replaced
FullExtNeg,4,2,65,56,Seller,103,180,,,,Manual,Replaced
FullExtNeg,4,2,66,51,Seller,88,101,,,,Manual,Expired
FullExtNeg,4,2,67,52,Seller,93,105,,,,Manual,Expired
FullExtNeg,4,2,69,59,Buyer,93,75,,,,Manual,Expired
FullExtNeg,4,2,70,58,Seller,108,110,,,,Manual,Expired
FullExtNeg,4,2,73,56,Seller,103,230,,,,Manual,Replaced
FullExtNeg,4,2,74,45,Buyer,133,70,,,,Manual,Expired
FullExtNeg,4,2,75,57,Buyer,98,10,,,,Manual,Expired
FullExtNeg,4,2,78,56,Seller,103,220,,,,Manual,Replaced
FullExtNeg,4,2,79,52,Seller,93,100,,,,Manual,Replaced
FullExtNeg,4,2,81,58,Seller,108,116,,,,Manual,Replaced
FullExtNeg,4,2,82,50,Buyer,118,70,,,,Manual,Expired
FullExtNeg,4,2,83,51,Seller,88,98,,,,Manual,Expired
FullExtNeg,4,2,83,56,Seller,103,230,,,,Manual,Replaced
FullExtNeg,4,2,88,52,Seller,93,95,,,,Manual,Expired
FullExtNeg,4,2,89,59,Buyer,93,77,,,,Manual,Expired
FullExtNeg,4,2,89,45,Buyer,133,70,,,,Manual,Expired
FullExtNeg,4,2,90,58,Seller,108,112,,,,Manual,Expired
FullExtNeg,4,2,90,56,Seller,103,320,,,,Manual,Replaced
FullExtNeg,4,2,96,51,Seller,88,98,,,,Manual,Expired
FullExtNeg,4,2,98,56,Seller,103,180,,,,Manual,Replaced
FullExtNeg,4,2,103,52,Seller,93,95,,,,Manual,Expired
FullExtNeg,4,2,104,45,Buyer,133,70,,,,Manual,Replaced
FullExtNeg,4,2,105,56,Seller,103,450,,,,Manual,Expired
FullExtNeg,4,2,105,58,Seller,108,117,,,,Manual,Expired
FullExtNeg,4,2,108,50,Buyer,118,85,,,,Manual,Expired
FullExtNeg,4,2,108,59,Buyer,93,80,,,,Manual,Expired
FullExtNeg,4,2,109,51,Seller,88,94,94.0,45.0,113.0,Manual,Accepted
FullExtNeg,4,2,113,45,Buyer,133,94,94.0,51.0,113.0,Auto,Accepted
FullExtNeg,4,2,118,56,Seller,103,580,,,,Manual,Replaced
FullExtNeg,4,2,120,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,2,120,52,Seller,93,95,95.0,57.0,128.0,Manual,Accepted
FullExtNeg,4,2,120,59,Buyer,93,86,,,,Manual,Expired
FullExtNeg,4,2,126,56,Seller,103,230,,,,Manual,Replaced
FullExtNeg,4,2,128,57,Buyer,98,95,95.0,52.0,128.0,Auto,Accepted
FullExtNeg,4,2,128,50,Buyer,118,89,89.0,47.0,132.0,Manual,Accepted
FullExtNeg,4,2,132,47,Seller,78,89,89.0,50.0,132.0,Auto,Accepted
FullExtNeg,4,2,136,58,Seller,108,114,,,,Manual,Expired
FullExtNeg,4,2,136,56,Seller,103,330,,,,Manual,Expired
FullExtNeg,4,3,6,50,Buyer,118,60,,,,Manual,Expired
FullExtNeg,4,3,7,59,Buyer,93,15,,,,Manual,Expired
FullExtNeg,4,3,7,51,Seller,88,103,103.0,53.0,13.0,Manual,Accepted
FullExtNeg,4,3,8,48,Buyer,123,77,,,,Manual,Expired
FullExtNeg,4,3,13,53,Buyer,108,103,103.0,51.0,13.0,Auto,Accepted
FullExtNeg,4,3,16,44,Buyer,138,96,96.0,47.0,23.0,Manual,Accepted
FullExtNeg,4,3,19,59,Buyer,93,50,,,,Manual,Expired
FullExtNeg,4,3,20,58,Seller,108,115,,,,Manual,Expired
FullExtNeg,4,3,20,54,Seller,98,110,,,,Manual,Expired
FullExtNeg,4,3,21,49,Seller,83,105,,,,Manual,Expired
FullExtNeg,4,3,21,55,Buyer,103,10,,,,Manual,Replaced
